,hist_dw,hist_lg
0,0.625321,0.623642
1,0.567073,0.56549
2,0.517343,0.514979
3,0.473938,0.471072
4,0.436012,0.43252
5,0.402118,0.397914
6,0.372065,0.367148
7,0.345113,0.339624
8,0.320845,0.314811
9,0.299055,0.292561
10,0.279351,0.272488
11,0.261194,0.254267
12,0.244483,0.23714
13,0.229361,0.221969
14,0.21565,0.208158
15,0.202747,0.195231
16,0.190395,0.183464
17,0.179101,0.172732
18,0.168665,0.163214
19,0.159299,0.153916
20,0.150776,0.145458
21,0.142573,0.13774
22,0.135199,0.130769
23,0.128381,0.124324
24,0.121967,0.118151
25,0.115892,0.112942
26,0.110367,0.107837
27,0.105657,0.102978
28,0.101329,0.098332
29,0.096824,0.094117
30,0.093333,0.090618
31,0.089327,0.086966
32,0.085826,0.083685
33,0.082599,0.080771
34,0.079729,0.077512
35,0.076864,0.075243
36,0.074236,0.072522
37,0.071505,0.070154
38,0.069369,0.067791
39,0.067284,0.065605
40,0.065093,0.063529
41,0.063424,0.06168
42,0.061612,0.059949
43,0.060011,0.058579
44,0.058323,0.056881
45,0.056709,0.055162
46,0.055455,0.053754
47,0.054011,0.052175
48,0.052354,0.050737
49,0.051074,0.049494
